region_name,bin,count,variable
Region IX - Zamboanga Peninsula,"(275015.0, 330018.0]",2,transport
Region IX - Zamboanga Peninsula,"(440024.0, 495027.0]",1,transport
Region IX - Zamboanga Peninsula,"(495027.0, 550030.0]",1,transport
Region V- Bicol,"(4665.0, 102848.5]",6356,food
Region V- Bicol,"(102848.5, 201032.0]",2201,food
Region V- Bicol,"(201032.0, 299215.5]",214,food
Region V- Bicol,"(299215.5, 397399.0]",43,food
Region V- Bicol,"(397399.0, 495582.5]",8,food
Region V- Bicol,"(495582.5, 593766.0]",3,food
Region V- Bicol,"(790133.0, 888316.5]",1,food
Region V- Bicol,"(888316.5, 986500.0]",1,food
Region V- Bicol,"(3220.0, 67943.4]",7666,housing
Region V- Bicol,"(67943.4, 132666.8]",896,housing
Region V- Bicol,"(132666.8, 197390.2]",185,housing
Region V- Bicol,"(197390.2, 262113.6]",44,housing
Region V- Bicol,"(262113.6, 326837.0]",20,housing
Region V- Bicol,"(326837.0, 391560.4]",9,housing
Region V- Bicol,"(391560.4, 456283.8]",5,housing
Region V- Bicol,"(521007.2, 585730.6]",1,housing
Region V- Bicol,"(585730.6, 650454.0]",1,housing
Region V- Bicol,"(1849.1666666666667, 28628.083333333332]",6290,col
Region V- Bicol,"(28628.083333333332, 55406.99999999999]",1979,col
Region V- Bicol,"(55406.99999999999, 82185.91666666667]",401,col
Region V- Bicol,"(82185.91666666667, 108964.83333333333]",96,col
Region V- Bicol,"(108964.83333333333, 135743.74999999997]",31,col
Region V- Bicol,"(135743.74999999997, 162522.66666666666]",16,col
Region V- Bicol,"(162522.66666666666, 189301.5833333333]",7,col
Region V- Bicol,"(189301.5833333333, 216080.49999999997]",1,col
Region V- Bicol,"(216080.49999999997, 242859.41666666663]",3,col
Region V- Bicol,"(242859.41666666663, 269638.3333333333]",3,col
Region V- Bicol,"(3172.1666666666665, 575577.7499999999]",8816,income
Region V- Bicol,"(575577.7499999999, 1147983.3333333333]",8,income
Region V- Bicol,"(1147983.3333333333, 1720388.9166666665]",1,income
Region V- Bicol,"(2865200.0833333326, 3437605.666666666]",1,income
Region V- Bicol,"(5154822.416666666, 5727228.0]",1,income
Region V- Bicol,"(0.0, 38688.0]",8409,transport
Region V- Bicol,"(38688.0, 77376.0]",310,transport
Region V- Bicol,"(77376.0, 116064.0]",51,transport
Region V- Bicol,"(116064.0, 154752.0]",16,transport
Region V- Bicol,"(154752.0, 193440.0]",10,transport
Region V- Bicol,"(193440.0, 232128.0]",3,transport
Region V- Bicol,"(232128.0, 270816.0]",1,transport
Region V- Bicol,"(270816.0, 309504.0]",3,transport
Region V- Bicol,"(309504.0, 348192.0]",2,transport
Region V- Bicol,"(348192.0, 386880.0]",2,transport
Region VI - Western Visayas,"(9906.0, 68926.9]",2957,food
Region VI - Western Visayas,"(68926.9, 127947.8]",5458,food
Region VI - Western Visayas,"(127947.8, 186968.7]",1809,food
Region VI - Western Visayas,"(186968.7, 245989.6]",434,food
Region VI - Western Visayas,"(245989.6, 305010.5]",127,food
Region VI - Western Visayas,"(305010.5, 364031.4]",35,food
Region VI - Western Visayas,"(364031.4, 423052.3]",4,food
Region VI - Western Visayas,"(423052.3, 482073.2]",5,food
Region VI - Western Visayas,"(482073.2, 541094.1]",1,food
Region VI - Western Visayas,"(541094.1, 600115.0]",1,food
Region VI - Western Visayas,"(3242.0, 62587.8]",8409,housing
Region VI - Western Visayas,"(62587.8, 121933.6]",1889,housing
Region VI - Western Visayas,"(121933.6, 181279.40000000002]",375,housing
Region VI - Western Visayas,"(181279.40000000002, 240625.2]",93,housing
Region VI - Western Visayas,"(240625.2, 299971.0]",37,housing
Region VI - Western Visayas,"(299971.0, 359316.80000000005]",14,housing
Region VI - Western Visayas,"(359316.80000000005, 418662.60000000003]",5,housing
Region VI - Western Visayas,"(418662.60000000003, 478008.4]",5,housing
Region VI - Western Visayas,"(478008.4, 537354.2000000001]",3,housing
Region VI - Western Visayas,"(537354.2000000001, 596700.0]",1,housing
Region VI - Western Visayas,"(2512.6666666666665, 26543.383333333335]",5646,col
Region VI - Western Visayas,"(26543.383333333335, 50574.1]",3861,col
Region VI - Western Visayas,"(50574.1, 74604.81666666667]",947,col
Region VI - Western Visayas,"(74604.81666666667, 98635.53333333334]",249,col
Region VI - Western Visayas,"(98635.53333333334, 122666.25000000001]",65,col
Region VI - Western Visayas,"(122666.25000000001, 146696.96666666665]",43,col
Region VI - Western Visayas,"(146696.96666666665, 170727.68333333332]",12,col
Region VI - Western Visayas,"(170727.68333333332, 194758.4]",5,col
Region VI - Western Visayas,"(194758.4, 218789.11666666667]",1,col
Region VI - Western Visayas,"(218789.11666666667, 242819.83333333334]",2,col
Region VI - Western Visayas,"(4190.833333333333, 164311.75000000003]",10510,income
Region VI - Western Visayas,"(164311.75000000003, 324432.6666666667]",280,income
Region VI - Western Visayas,"(324432.6666666667, 484553.5833333334]",28,income
Region VI - Western Visayas,"(484553.5833333334, 644674.5000000001]",8,income
Region VI - Western Visayas,"(644674.5000000001, 804795.4166666669]",2,income
Region VI - Western Visayas,"(804795.4166666669, 964916.3333333335]",1,income
Region VI - Western Visayas,"(964916.3333333335, 1125037.25]",1,income
Region VI - Western Visayas,"(1445279.0833333335, 1605400.0]",1,income
Region VI - Western Visayas,"(0.0, 84500.0]",10667,transport
Region VI - Western Visayas,"(84500.0, 169000.0]",111,transport
Region VI - Western Visayas,"(169000.0, 253500.0]",10,transport
Region VI - Western Visayas,"(253500.0, 338000.0]",2,transport
Region VI - Western Visayas,"(422500.0, 507000.0]",1,transport
Region VI - Western Visayas,"(760500.0, 845000.0]",1,transport
Region VII - Central Visayas,"(7080.0, 78985.325]",4275,food
Region VII - Central Visayas,"(78985.325, 150890.65]",4000,food
Region VII - Central Visayas,"(150890.65, 222795.97499999998]",747,food
Region VII - Central Visayas,"(222795.97499999998, 294701.3]",175,food
Region VII - Central Visayas,"(294701.3, 366606.625]",40,food
Region VII - Central Visayas,"(366606.625, 438511.94999999995]",15,food
Region VII - Central Visayas,"(438511.94999999995, 510417.27499999997]",6,food
Region VII - Central Visayas,"(510417.27499999997, 582322.6]",4,food
Region VII - Central Visayas,"(582322.6, 654227.9249999999]",1,food
Region VII - Central Visayas,"(654227.9249999999, 726133.25]",2,food
Region VII - Central Visayas,"(2300.0, 79885.6]",7563,housing
Region VII - Central Visayas,"(79885.6, 157471.2]",1257,housing
Region VII - Central Visayas,"(157471.2, 235056.80000000002]",312,housing
Region VII - Central Visayas,"(235056.80000000002, 312642.4]",70,housing
Region VII - Central Visayas,"(312642.4, 390228.0]",28,housing
Region VII - Central Visayas,"(390228.0, 467813.60000000003]",17,housing
Region VII - Central Visayas,"(467813.60000000003, 545399.2000000001]",9,housing
Region VII - Central Visayas,"(545399.2000000001, 622984.8]",4,housing
Region VII - Central Visayas,"(622984.8, 700570.4]",2,housing
Region VII - Central Visayas,"(700570.4, 778156.0]",3,housing
Region VII - Central Visayas,"(2314.3333333333335, 30211.916666666668]",5717,col
Region VII - Central Visayas,"(30211.916666666668, 58109.50000000001]",2773,col
Region VII - Central Visayas,"(58109.50000000001, 86007.08333333333]",545,col
Region VII - Central Visayas,"(86007.08333333333, 113904.66666666667]",143,col
Region VII - Central Visayas,"(113904.66666666667, 141802.25000000003]",49,col
Region VII - Central Visayas,"(141802.25000000003, 169699.83333333334]",25,col
Region VII - Central Visayas,"(169699.83333333334, 197597.4166666667]",7,col
Region VII - Central Visayas,"(197597.4166666667, 225495.00000000003]",2,col
Region VII - Central Visayas,"(225495.00000000003, 253392.58333333337]",3,col
Region VII - Central Visayas,"(253392.58333333337, 281290.1666666667]",1,col
Region VII - Central Visayas,"(2338.3333333333335, 87221.98333333332]",7808,income
Region VII - Central Visayas,"(87221.98333333332, 172105.63333333333]",1191,income
Region VII - Central Visayas,"(172105.63333333333, 256989.28333333333]",173,income
Region VII - Central Visayas,"(256989.28333333333, 341872.9333333333]",52,income
Region VII - Central Visayas,"(341872.9333333333, 426756.5833333333]",17,income
Region VII - Central Visayas,"(426756.5833333333, 511640.2333333333]",9,income
Region VII - Central Visayas,"(511640.2333333333, 596523.8833333333]",5,income
Region VII - Central Visayas,"(596523.8833333333, 681407.5333333333]",5,income
Region VII - Central Visayas,"(681407.5333333333, 766291.1833333333]",1,income
Region VII - Central Visayas,"(766291.1833333333, 851174.8333333334]",4,income
Region VII - Central Visayas,"(0.0, 61040.0]",8976,transport
Region VII - Central Visayas,"(61040.0, 122080.0]",223,transport
Region VII - Central Visayas,"(122080.0, 183120.0]",21,transport
Region VII - Central Visayas,"(183120.0, 244160.0]",9,transport
Region VII - Central Visayas,"(244160.0, 305200.0]",9,transport
Region VII - Central Visayas,"(305200.0, 366240.0]",2,transport
Region VII - Central Visayas,"(427280.0, 488320.0]",1,transport
Region VII - Central Visayas,"(549360.0, 610400.0]",1,transport
Region VIII - Eastern Visayas,"(7632.0, 56654.399]",2033,food
Region VIII - Eastern Visayas,"(56654.399, 105676.798]",5227,food
Region VIII - Eastern Visayas,"(105676.798, 154699.197]",2040,food
Region VIII - Eastern Visayas,"(154699.197, 203721.596]",618,food
Region VIII - Eastern Visayas,"(203721.596, 252743.995]",221,food
Region VIII - Eastern Visayas,"(252743.995, 301766.394]",76,food
Region VIII - Eastern Visayas,"(301766.394, 350788.793]",28,food
Region VIII - Eastern Visayas,"(350788.793, 399811.192]",9,food
Region VIII - Eastern Visayas,"(399811.192, 448833.59099999996]",7,food
Region VIII - Eastern Visayas,"(448833.59099999996, 497855.99]",4,food
Region VIII - Eastern Visayas,"(3978.0, 87663.2]",9228,housing
Region VIII - Eastern Visayas,"(87663.2, 171348.4]",787,housing
Region VIII - Eastern Visayas,"(171348.4, 255033.59999999998]",153,housing
Region VIII - Eastern Visayas,"(255033.59999999998, 338718.8]",56,housing
Region VIII - Eastern Visayas,"(338718.8, 422404.0]",28,housing
Region VIII - Eastern Visayas,"(422404.0, 506089.19999999995]",5,housing
Region VIII - Eastern Visayas,"(506089.19999999995, 589774.4]",4,housing
Region VIII - Eastern Visayas,"(757144.7999999999, 840830.0]",2,housing
Region VIII - Eastern Visayas,"(2600.3333333333335, 27420.116666666665]",6763,col
Region VIII - Eastern Visayas,"(27420.116666666665, 52239.9]",2570,col
Region VIII - Eastern Visayas,"(52239.9, 77059.68333333333]",595,col
Region VIII - Eastern Visayas,"(77059.68333333333, 101879.46666666666]",198,col
Region VIII - Eastern Visayas,"(101879.46666666666, 126699.24999999999]",72,col
Region VIII - Eastern Visayas,"(126699.24999999999, 151519.03333333335]",32,col
Region VIII - Eastern Visayas,"(151519.03333333335, 176338.81666666668]",17,col
Region VIII - Eastern Visayas,"(176338.81666666668, 201158.6]",7,col
Region VIII - Eastern Visayas,"(201158.6, 225978.38333333333]",5,col
Region VIII - Eastern Visayas,"(225978.38333333333, 250798.16666666666]",4,col
Region VIII - Eastern Visayas,"(3218.5, 103043.25]",9360,income
Region VIII - Eastern Visayas,"(103043.25, 202868.0]",718,income
Region VIII - Eastern Visayas,"(202868.0, 302692.75]",127,income
Region VIII - Eastern Visayas,"(302692.75, 402517.5]",42,income
Region VIII - Eastern Visayas,"(402517.5, 502342.25]",5,income
Region VIII - Eastern Visayas,"(502342.25, 602167.0]",4,income
Region VIII - Eastern Visayas,"(602167.0, 701991.75]",4,income
Region VIII - Eastern Visayas,"(801816.5, 901641.25]",1,income
Region VIII - Eastern Visayas,"(901641.25, 1001466.0]",2,income
Region VIII - Eastern Visayas,"(0.0, 28600.0]",9361,transport
Region VIII - Eastern Visayas,"(28600.0, 57200.0]",629,transport
Region VIII - Eastern Visayas,"(57200.0, 85800.0]",155,transport
Region VIII - Eastern Visayas,"(85800.0, 114400.0]",59,transport
Region VIII - Eastern Visayas,"(114400.0, 143000.0]",30,transport
Region VIII - Eastern Visayas,"(143000.0, 171600.0]",6,transport
Region VIII - Eastern Visayas,"(171600.0, 200200.0]",12,transport
Region VIII - Eastern Visayas,"(228800.0, 257400.0]",2,transport
Region VIII - Eastern Visayas,"(257400.0, 286000.0]",4,transport
Region X - Northern Mindanao,"(10127.0, 76323.1]",4729,food
Region X - Northern Mindanao,"(76323.1, 142519.2]",3798,food
Region X - Northern Mindanao,"(142519.2, 208715.30000000002]",737,food
Region X - Northern Mindanao,"(208715.30000000002, 274911.4]",189,food
Region X - Northern Mindanao,"(274911.4, 341107.5]",51,food
Region X - Northern Mindanao,"(341107.5, 407303.60000000003]",20,food
Region X - Northern Mindanao,"(407303.60000000003, 473499.70000000007]",8,food
Region X - Northern Mindanao,"(473499.70000000007, 539695.8]",3,food
Region X - Northern Mindanao,"(605891.9, 672088.0]",2,food
Region X - Northern Mindanao,"(2950.0, 65760.6]",7789,housing
Region X - Northern Mindanao,"(65760.6, 128571.2]",1256,housing
Region X - Northern Mindanao,"(128571.2, 191381.8]",305,housing
Region X - Northern Mindanao,"(191381.8, 254192.4]",104,housing
Region X - Northern Mindanao,"(254192.4, 317003.0]",47,housing
Region X - Northern Mindanao,"(317003.0, 379813.6]",21,housing
Region X - Northern Mindanao,"(379813.6, 442624.2]",4,housing
Region X - Northern Mindanao,"(442624.2, 505434.8]",8,housing
Region X - Northern Mindanao,"(505434.8, 568245.4]",1,housing
Region X - Northern Mindanao,"(568245.4, 631056.0]",2,housing
Region X - Northern Mindanao,"(2847.8333333333335, 27869.449999999997]",6374,col
Region X - Northern Mindanao,"(27869.449999999997, 52891.066666666666]",2338,col
Region X - Northern Mindanao,"(52891.066666666666, 77912.68333333332]",506,col
Region X - Northern Mindanao,"(77912.68333333332, 102934.29999999999]",187,col
Region X - Northern Mindanao,"(102934.29999999999, 127955.91666666666]",74,col
Region X - Northern Mindanao,"(127955.91666666666, 152977.53333333333]",27,col
Region X - Northern Mindanao,"(152977.53333333333, 177999.15]",13,col
Region X - Northern Mindanao,"(177999.15, 203020.76666666666]",8,col
Region X - Northern Mindanao,"(203020.76666666666, 228042.38333333333]",5,col
Region X - Northern Mindanao,"(228042.38333333333, 253064.0]",5,col
Region X - Northern Mindanao,"(3135.6666666666665, 182488.76666666666]",9297,income
Region X - Northern Mindanao,"(182488.76666666666, 361841.8666666667]",206,income
Region X - Northern Mindanao,"(361841.8666666667, 541194.9666666667]",24,income
Region X - Northern Mindanao,"(541194.9666666667, 720548.0666666667]",5,income
Region X - Northern Mindanao,"(720548.0666666667, 899901.1666666666]",2,income
Region X - Northern Mindanao,"(1258607.3666666667, 1437960.4666666668]",1,income
Region X - Northern Mindanao,"(1617313.566666667, 1796666.6666666667]",2,income
Region X - Northern Mindanao,"(0.0, 49086.0]",9061,transport
Region X - Northern Mindanao,"(49086.0, 98172.0]",357,transport
Region X - Northern Mindanao,"(98172.0, 147258.0]",55,transport
Region X - Northern Mindanao,"(147258.0, 196344.0]",28,transport
Region X - Northern Mindanao,"(196344.0, 245430.0]",11,transport
Region X - Northern Mindanao,"(245430.0, 294516.0]",5,transport
Region X - Northern Mindanao,"(294516.0, 343602.0]",3,transport
Region X - Northern Mindanao,"(343602.0, 392688.0]",2,transport
Region X - Northern Mindanao,"(392688.0, 441774.0]",1,transport
Region X - Northern Mindanao,"(441774.0, 490860.0]",2,transport
Region XI - Davao,"(6813.0, 62396.3]",3291,food
Region XI - Davao,"(62396.3, 117979.6]",4732,food
Region XI - Davao,"(117979.6, 173562.90000000002]",933,food
Region XI - Davao,"(173562.90000000002, 229146.2]",165,food
Region XI - Davao,"(229146.2, 284729.5]",33,food
Region XI - Davao,"(284729.5, 340312.80000000005]",14,food
Region XI - Davao,"(395896.10000000003, 451479.4]",1,food
Region XI - Davao,"(451479.4, 507062.7]",1,food
Region XI - Davao,"(507062.7, 562646.0]",1,food
Region XI - Davao,"(3710.0, 139081.0]",8942,housing
Region XI - Davao,"(139081.0, 274452.0]",207,housing
Region XI - Davao,"(274452.0, 409823.0]",15,housing
Region XI - Davao,"(409823.0, 545194.0]",3,housing
Region XI - Davao,"(545194.0, 680565.0]",1,housing
Region XI - Davao,"(680565.0, 815936.0]",1,housing
Region XI - Davao,"(1086678.0, 1222049.0]",1,housing
Region XI - Davao,"(1222049.0, 1357420.0]",1,housing
Region XI - Davao,"(2418.4166666666665, 49771.908333333326]",8588,col
Region XI - Davao,"(49771.908333333326, 97125.4]",537,col
Region XI - Davao,"(97125.4, 144478.89166666663]",34,col
Region XI - Davao,"(144478.89166666663, 191832.3833333333]",6,col
Region XI - Davao,"(191832.3833333333, 239185.87499999997]",3,col
Region XI - Davao,"(239185.87499999997, 286539.36666666664]",1,col
Region XI - Davao,"(333892.85833333334, 381246.35]",1,col
Region XI - Davao,"(428599.8416666666, 475953.3333333333]",1,col
Region XI - Davao,"(3307.8333333333335, 409672.55]",9160,income
Region XI - Davao,"(409672.55, 816037.2666666667]",8,income
Region XI - Davao,"(1222401.9833333332, 1628766.7]",1,income
Region XI - Davao,"(1628766.7, 2035131.4166666667]",1,income
Region XI - Davao,"(3660590.2833333337, 4066955.0]",1,income
Region XI - Davao,"(0.0, 101350.0]",9111,transport
Region XI - Davao,"(101350.0, 202700.0]",53,transport
Region XI - Davao,"(202700.0, 304050.0]",3,transport
Region XI - Davao,"(912150.0, 1013500.0]",1,transport
Region XII - SOCCSKSARGEN,"(11685.0, 81424.8]",3881,food
Region XII - SOCCSKSARGEN,"(81424.8, 151164.6]",2683,food
Region XII - SOCCSKSARGEN,"(151164.6, 220904.40000000002]",410,food
Region XII - SOCCSKSARGEN,"(220904.40000000002, 290644.2]",85,food
Region XII - SOCCSKSARGEN,"(290644.2, 360384.0]",16,food
Region XII - SOCCSKSARGEN,"(360384.0, 430123.80000000005]",6,food
Region XII - SOCCSKSARGEN,"(430123.80000000005, 499863.60000000003]",3,food
Region XII - SOCCSKSARGEN,"(639343.2000000001, 709083.0]",1,food
Region XII - SOCCSKSARGEN,"(1770.0, 54366.0]",5933,housing
Region XII - SOCCSKSARGEN,"(54366.0, 106962.0]",922,housing
Region XII - SOCCSKSARGEN,"(106962.0, 159558.0]",141,housing
Region XII - SOCCSKSARGEN,"(159558.0, 212154.0]",49,housing
Region XII - SOCCSKSARGEN,"(212154.0, 264750.0]",24,housing
Region XII - SOCCSKSARGEN,"(264750.0, 317346.0]",8,housing
Region XII - SOCCSKSARGEN,"(317346.0, 369942.0]",4,housing
Region XII - SOCCSKSARGEN,"(369942.0, 422538.0]",2,housing
Region XII - SOCCSKSARGEN,"(475134.0, 527730.0]",2,housing
Region XII - SOCCSKSARGEN,"(3328.3333333333335, 45651.75000000001]",6409,col
Region XII - SOCCSKSARGEN,"(45651.75000000001, 87975.16666666667]",585,col
Region XII - SOCCSKSARGEN,"(87975.16666666667, 130298.58333333334]",74,col
Region XII - SOCCSKSARGEN,"(130298.58333333334, 172622.00000000003]",12,col
Region XII - SOCCSKSARGEN,"(172622.00000000003, 214945.41666666672]",3,col
Region XII - SOCCSKSARGEN,"(214945.41666666672, 257268.83333333337]",1,col
Region XII - SOCCSKSARGEN,"(384239.0833333334, 426562.5]",1,col
Region XII - SOCCSKSARGEN,"(3760.0, 1377737.3166666667]",7084,income
Region XII - SOCCSKSARGEN,"(12369555.85, 13743533.166666666]",1,income
Region XII - SOCCSKSARGEN,"(0.0, 32860.0]",6403,transport
Region XII - SOCCSKSARGEN,"(32860.0, 65720.0]",444,transport
Region XII - SOCCSKSARGEN,"(65720.0, 98580.0]",90,transport
Region XII - SOCCSKSARGEN,"(98580.0, 131440.0]",33,transport
Region XII - SOCCSKSARGEN,"(131440.0, 164300.0]",16,transport
Region XII - SOCCSKSARGEN,"(164300.0, 197160.0]",5,transport
Region XII - SOCCSKSARGEN,"(197160.0, 230020.0]",3,transport
Region XII - SOCCSKSARGEN,"(230020.0, 262880.0]",4,transport
Region XII - SOCCSKSARGEN,"(262880.0, 295740.0]",2,transport
Region XII - SOCCSKSARGEN,"(295740.0, 328600.0]",3,transport
Region XIII - Caraga,"(5094.0, 140962.5]",7041,food
Region XIII - Caraga,"(140962.5, 276831.0]",970,food
Region XIII - Caraga,"(276831.0, 412699.5]",70,food
Region XIII - Caraga,"(412699.5, 548568.0]",6,food
Region XIII - Caraga,"(548568.0, 684436.5]",1,food
Region XIII - Caraga,"(684436.5, 820305.0]",3,food
Region XIII - Caraga,"(1227910.5, 1363779.0]",1,food
Region XIII - Caraga,"(3140.0, 76883.6]",7226,housing
Region XIII - Caraga,"(76883.6, 150627.2]",666,housing
Region XIII - Caraga,"(150627.2, 224370.80000000002]",129,housing
Region XIII - Caraga,"(224370.80000000002, 298114.4]",44,housing
Region XIII - Caraga,"(298114.4, 371858.0]",18,housing
Region XIII - Caraga,"(371858.0, 445601.60000000003]",2,housing
Region XIII - Caraga,"(445601.60000000003, 519345.20000000007]",3,housing
Region XIII - Caraga,"(519345.20000000007, 593088.8]",1,housing
Region XIII - Caraga,"(593088.8, 666832.4]",1,housing
Region XIII - Caraga,"(666832.4, 740576.0]",2,housing
Region XIII - Caraga,"(3124.0, 33421.424333333336]",6248,col
Region XIII - Caraga,"(33421.424333333336, 63718.84866666667]",1446,col
Region XIII - Caraga,"(63718.84866666667, 94016.27300000002]",278,col
Region XIII - Caraga,"(94016.27300000002, 124313.69733333334]",73,col
Region XIII - Caraga,"(124313.69733333334, 154611.12166666667]",27,col
Region XIII - Caraga,"(154611.12166666667, 184908.54600000003]",9,col
Region XIII - Caraga,"(184908.54600000003, 215205.97033333336]",5,col
Region XIII - Caraga,"(215205.97033333336, 245503.3946666667]",2,col
Region XIII - Caraga,"(245503.3946666667, 275800.819]",2,col
Region XIII - Caraga,"(275800.819, 306098.24333333335]",2,col
Region XIII - Caraga,"(4259.666666666667, 186113.19999999998]",7945,income
Region XIII - Caraga,"(186113.19999999998, 367966.73333333334]",114,income
Region XIII - Caraga,"(367966.73333333334, 549820.2666666666]",22,income
Region XIII - Caraga,"(549820.2666666666, 731673.7999999999]",6,income
Region XIII - Caraga,"(731673.7999999999, 913527.3333333333]",2,income
Region XIII - Caraga,"(1095380.8666666667, 1277234.4000000001]",1,income
Region XIII - Caraga,"(1459087.9333333333, 1640941.4666666666]",1,income
Region XIII - Caraga,"(1640941.4666666666, 1822795.0]",1,income
Region XIII - Caraga,"(0.0, 57746.0]",7827,transport
Region XIII - Caraga,"(57746.0, 115492.0]",176,transport
Region XIII - Caraga,"(115492.0, 173238.0]",33,transport
Region XIII - Caraga,"(173238.0, 230984.0]",11,transport
Region XIII - Caraga,"(230984.0, 288730.0]",5,transport
Region XIII - Caraga,"(288730.0, 346476.0]",1,transport
Region XIII - Caraga,"(346476.0, 404222.0]",1,transport
Region XIII - Caraga,"(519714.0, 577460.0]",2,transport
